OBJECTID,Platted_Name,Subdivision,Phase,Section,Case_Number,Recorded_Date,Document1,Document2,Legal_Acres,Recorded_County1,Recorded_County2,Book,Page,Res_Lots,Comm_Lots,Total_Lots,Development_Status,MF_Category,MF_Complex_Name,Accepted_Subd,Addressing_Status,Address_Release_Date,City_Jurisdiction,County_Jurisdiction,Geometry_Source,Subdivision_Category,Platted_Name_UC,GlobalID,created_user,created_date,last_edited_user,last_edited_date,ResLotsApprox
309,Wrench Ranch ,WRENCH RANCH ,,,,3/10/2009,2009015585,,1.623,Williamson,,,305-306,0,0,0,DEV,,,Yes,REL,,City,W,WCAD,COM,WRENCH RANCH ,{B8F825A1-DF89-4C57-8645-A8E155C19D89},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
313,Leander Boardwalk,LEANDER BOARDWALK,,,,11/15/2017,2017105584,,3.12,Williamson,,,,0,0,4,NONE,,,,REL,,City,W,WCAD,COM,LEANDER BOARDWALK,{8ABC7E5E-84E4-4650-8905-7F037EF3ED04},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
314,Parkway Crossing Lot 2 Blk A (Phase 2),PARK AT CRYSTAL FALLS PH 2,"1",,,1/19/2017,2017006178,,12.107,Williamson,,,,1,0,1,DEV,APT,"Parkway Crossing, Phase 1 (Park at Crystal Falls)
Parkway Crossing, Phase 1 (Park at Crystal Falls)
Parkway Crossing, Phase 1 (Park at Crystal Falls)
Parkway Crossing, Phase 1 (Park at Crystal Falls)",Yes,REL,,City,W,WCAD,MULTI,PARKWAY CROSSING LOT 2 BLK A (PHASE 2),{C030C56F-1274-473D-84CD-9E9DA3142E1F},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
315,Mason Ranch Ph 2 Sec 2A,MASON RANCH,"2",2A,,12/8/2015,2015106610,,10.886,Williamson,,,,43,0,43,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,MASON RANCH PH 2 SEC 2A,{80C6AB7D-BC62-4505-93C6-C9CA81EC4921},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
317,Mason Ranch Ph 1 Sec 1,MASON RANCH,"1","1",,10/17/2013,2013098962,,55.677,Williamson,,,,84,0,88,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,MASON RANCH PH 1 SEC 1,{53BFA4D0-2399-4FDA-A64F-EA88327E5C16},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
319,Mason Ranch Ph 1 Sec 7 & 8,MASON RANCH,"1",7 & 8,,6/9/2017,2017052271,,19.391,Williamson,,,,91,0,91,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,MASON RANCH PH 1 SEC 7 & 8,{903360E9-E17A-4993-BDCD-B6C4D762D4AC},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
324,Northside Meadow Ph 1A,NORTHSIDE MEADOW,1A,"1",,2/3/2014,2014025255,,22.535,Williamson,,,,4,0,4,DEV,N/A,N/A,Yes,,,City,W,WCAD,SF,NORTHSIDE MEADOW PH 1A,{240982B3-D6E6-400A-8721-1D73F54BF43B},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
330,Mason Ranch Ph 1 Sec 6,MASON RANCH,"1","6",,6/9/2017,2017052171,,16.748,Williamson,,,,62,0,64,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,MASON RANCH PH 1 SEC 6,{BADFD994-427D-4E2C-87CA-6E82F0775F1E},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
334,Magnolia Creek Sec 3,MAGNOLIA CREEK,,"3",,2/6/2015,2015009320,,13.0595,Williamson,,,,63,0,65,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,MAGNOLIA CREEK SEC 3,{D1A919F8-ED0E-4D28-86F5-5515E08727A0},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
336,Mason Ranch Ph 1 Sec 4,MASON RANCH,"1","4",,4/20/2016,2016032864,,16.265,Williamson,,,,56,0,57,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,MASON RANCH PH 1 SEC 4,{C7228233-005E-4DBC-9467-AC70D2486CA5},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
338,Vista Ridge Ph 2B,VISTA RIDGE,2B,,,1/10/2014,2014002031,,7.547,Williamson,,,,42,0,42,DEV,N/A,N/A,Yes,REL,2014/01/13 00:00:00+00,City,W,WCAD,SF,VISTA RIDGE PH 2B,{A996D2C5-3DE9-4BD5-9266-9A8229F266F8},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
341,High Chaparral Lot 1A Blk 3 Amd,HIGH CHAPARRAL,,,,1/20/2021,2021009283,,0,Williamson,,,,0,0,0,DEV,,,Yes,REL,,City,W,WCAD,COM,HIGH CHAPARRAL LOT 1A BLK 3 AMD,{F2E87DE5-E26D-43B8-83E6-791ADD6C8A0E},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
342,Mason Ranch Ph 1 Sec 3,MASON RANCH,"1","3",,2/3/2016,2016009419,,10.327,Williamson,,,,45,0,46,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,MASON RANCH PH 1 SEC 3,{CF7D1E6D-0394-41BF-B68B-B656BBCF8357},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
343,Vista Ridge Ph 2A,VISTA RIDGE,2A,,,1/16/2013,2013005182,,8.651,Williamson,,,,48,0,48,DEV,N/A,N/A,Yes,REL,2013/01/18 00:00:00+00,City,W,WCAD,SF,VISTA RIDGE PH 2A,{BC355C73-DAB1-4C85-8547-56FAAB79C8B5},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
345,Vista Ridge Ph 2C,VISTA RIDGE,2C,,,9/5/2014,2014071374,,6.601,Williamson,,,,88,0,96,DEV,N/A,N/A,Yes,REL,2014/09/09 00:00:00+00,City,W,WCAD,SF,VISTA RIDGE PH 2C,{EE66E354-1865-4387-90EF-5BF6409946B5},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
348,Mason Ranch Ph 1 Sec 2,MASON RANCH,"1","2",,6/24/2015,2015052926,,13.662,Williamson,,,,62,0,63,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,MASON RANCH PH 1 SEC 2,{6B7C9782-BE69-4545-B48F-DC64033ADB59},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
352,Woods At Mason Creek 2 Sec 4 Lots 8 -12 Amd,WOODS AT MASON CREEK,"2","4",,8/18/2006,2006073540,,1.11,Williamson,,,"131",5,0,5,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,WOODS AT MASON CREEK 2 SEC 4 LOTS 8 -12 AMD,{C269531F-DC6A-497E-B5E0-57694B12B500},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
353,Mason Ranch Ph 1 Sec 5,MASON RANCH,"1","5",,10/13/2016,2016096451,,14.382,Williamson,,,,63,0,63,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,MASON RANCH PH 1 SEC 5,{86E1530F-0ACF-4E9B-B5D4-3DD30DBA425B},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
357,Mason Ranch Ph 2 Sec 2B,MASON RANCH,"2",2B,,12/8/2015,2015106804,,16.894,Williamson,,,,48,0,48,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,MASON RANCH PH 2 SEC 2B,{F7FB71FB-DF93-425C-B15D-EAF6622A43E6},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
359,High Chaparral Lot 1A Blk 3 Amd,HIGH CHAPARRAL,,,,1/20/2021,2021009283,,0,Williamson,,,,0,0,0,DEV,,,Yes,REL,,City,W,WCAD,COM,HIGH CHAPARRAL LOT 1A BLK 3 AMD,{45AB1C85-BA95-4633-BFBA-BB14B2A8453F},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
364,Mason Ranch Ph 2 Sec 3,MASON RANCH,"2","3",,7/25/2017,2017097070,,24.722,Williamson,,,,76,0,78,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,MASON RANCH PH 2 SEC 3,{984570C0-362B-46D9-8AA0-B57ADFFE2073},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
366,Leander 2243 Lot 1-9 Block A Replat,LEANDER 2243,,,,12/12/2005,2005099543,,50.97,Williamson,,,"90",0,0,3,DEV,,,Yes,REL,,City,W,WCAD,COM,LEANDER 2243 LOT 1-9 BLOCK A REPLAT,{3A25825D-2FCA-478E-87DB-3E423C40FAA7},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
369,Leander Heights Sec 3 (Blk A Lts 2&3&4 Pts Resub),LEANDER HEIGHTS,," 3",,4/12/2017,2017032027,,7.913,Williamson,,,,0,,2,DEV,,,Yes,REL,,City,W,WCAD,COM,LEANDER HEIGHTS SEC 3 (BLK A LTS 2&3&4 PTS RESUB),{D1AE8815-D47E-4851-8F51-981FDF9E8FD0},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
370,Highland Falls Office Condos,HIGHLAND FALLS OFFICE CONDOS,,,,,,,,Williamson,,,,0,0,0,DEV,,,Yes,REL,,City,W,WCAD,COM,HIGHLAND FALLS OFFICE CONDOS,{D3B3441E-EF76-4FA8-ADC9-9D272A815227},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
372,Timberline West Sec 2 (Lts 13 & 14 Replat),TIMBERLINE WEST,,"2",,10/9/1986,8641863,,0.91,Williamson,,H,"353",0,2,2,DEV,,,Yes,REL,,City,W,WCAD,COM,TIMBERLINE WEST SEC 2 (LTS 13 & 14 REPLAT),{CE884CEE-622E-493F-B304-FACE440FB419},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
379,Townhomes At Leander Heights,TOWNHOMES AT LEANDER HEIGHTS,,,,,0,,0,Williamson,,,,0,0,0,ADDR,TH,Montierra Ranch,,REL,2010/06/28 00:00:00+00,City,W,WCAD,MULTI,TOWNHOMES AT LEANDER HEIGHTS,{5795CB74-F655-4222-97CF-47930784AF6F},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
381,Northpoint ,NORTHPOINT,,,20-SD-19,,0,,0,Williamson,,,,0,0,0,P,,,,REL,,City,W,WCAD,,NORTHPOINT ,{E3A6F09C-1273-4149-85E4-7F5E519E81C9},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
385,Timberline West (Lts 47-49 Resub),TIMBERLINE WEST,,,,04/12/1993,9313051,,0,Williamson,,,,2,0,2,,N/A,N/A,,REL,,City,W,WCAD,SF,TIMBERLINE WEST (LTS 47-49 RESUB),{3A284E46-74C2-4825-AE05-A7C207BCAA7F},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
390,Green Park,GREEN PARK,,,,4//1986,8613146,,13.56,Williamson,,,,10,0,10,DEV,N/A,N/A,,RELWC_LE,,Both,W,WCAD,SF,GREEN PARK,{660E890A-1ABD-4ABA-89E7-FFE294114F3E},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
391,Oaks On Crystal Falls Condo,OAKS ON CRYSTAL FALLS CONDO,,,,,0,,0,Williamson,,,,0,0,0,DEV,,,Yes,REL,,City,W,WCAD,COM,OAKS ON CRYSTAL FALLS CONDO,{43ECCD50-78BA-42FC-B984-04EC4BF3648B},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
397,Leander,LEANDER,,,,,0,,0,Williamson,,,,23,0,0,DEV,,,Yes,REL,,City,W,WCAD,MIX,LEANDER,{ACD0B412-4C5B-4BA3-8633-44FEC0BEEBB3},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Approx by Res Add. points
400,Leander Office Condo (Dexter Office Condos),Dexter Office Condos,,,19-SD-002,,0,,0,Williamson,,,,0,0,0,DEV,,,Yes,REL,,City,W,WCAD,COM,LEANDER OFFICE CONDO (DEXTER OFFICE CONDOS),{6506DEBD-DB36-45FF-A6A8-C918D49EB7E2},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
409,Resub Of Lot 59,APPLE SPRINGS,,,,12/22/2005,,,,Travis,,,,,,,DEV,,,,REL,,ETJ,W,TCAD,,RESUB OF LOT 59,{FD239361-AA67-4718-8E43-0C3BA31F6143},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
410,South Cherry Hollow Estates Revised Plat Of Lots 153 & 154,SOUTH CHERRY HOLLOW ESTATES,,,,1/12/2006,,,,Travis,,,,,,,DEV,N/A,N/A,,,,ETJ,W,TCAD,SF,SOUTH CHERRY HOLLOW ESTATES REVISED PLAT OF LOTS 153 & 154,{6BDB57BD-F069-4F09-92EF-B125753C49A3},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
412,Adjacent - Resub Of Lot 8 North Rim Subd  Sec  2,NORTH RIM,,,,5/17/2003,,,,Travis,,,,,,,DEV,,,,REL,,ETJ,T,TCAD,,RESUB OF LOT 8 NORTH RIM SUBD  SEC  2,{6A289FD0-8324-460B-9662-D98F3AB7CAFD},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
413,Round Mountain Oaks Rev Of A Port Of Lt 44,ROUNDMOUNTAIN OAKS,,,,9/6/2007,,"200700139",,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,ROUND MOUNTAIN OAKS REV OF A PORT OF LT 44,{3AE3C888-CB46-4A01-ADC7-2B60AF83C8DB},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
414,Leander Hills Sec 2,LEANDER HILLS,,,,9/6/2007,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,LEANDER HILLS SEC 2,{C840FE78-A466-4716-8F04-497E5A2A0F62},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
417,Resub Of Lots 32 & 33,SANDY CREEK RANCHES ,,,,9/6/2007,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,RESUB OF LOTS 32 & 33,{6490B9D8-AE2C-4913-BDE3-5C0DE2C73B69},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
418,Revised Plat Of Lot 63 Apple Springs,APPLE SPRINGS,,,,6/24/2008,,"200800037",,Travis,,,,,,,DEV,,,,REL,,ETJ,W,TCAD,SF,REVISED PLAT OF LOT 63 APPLE SPRINGS,{ED2118E1-9FD8-464A-82FE-B56F45A44BE1},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
419,Reale ,REALE,,,,06/12/2008,,"200800181",,Travis,,,,5,0,6,DEV,N/A,N/A,,REL,,ETJ,W,TCAD,SF,REALE ,{338CD5FA-2ED5-4E99-9FD4-011036A3E25B},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
420,"Cherry Hollow Estates Sec 4 Resub Of Lots 127-129, 137-138&111",CHERRY HOLLOW ESTATES,,,,8/18/2008,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,"CHERRY HOLLOW ESTATES SEC 4 RESUB OF LOTS 127-129, 137-138&111",{F22EF792-3A1F-4B84-B57A-6342517FCCD5},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
421,Cherry Hollow Estates Sec 4 Resub Of Lot 111,CHERRY HOLLOW ESTATES,,,,8/18/2008,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,CHERRY HOLLOW ESTATES SEC 4 RESUB OF LOT 111,{41EB9EA0-2E15-4523-AEC2-267D0C5E5572},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
423,Cherry Hollow Estates Sec 2 Resub Of Lots 44-47,CHERRY HOLLOW ESTATES,,,,5/2/2006,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,CHERRY HOLLOW ESTATES SEC 2 RESUB OF LOTS 44-47,{CE9D5C76-18D5-48E7-89DD-A29EEEF7399E},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
424,Cherry Hollow Estates Sec 2,CHERRY HOLLOW ESTATES,,,,5/2/2006,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,CHERRY HOLLOW ESTATES SEC 2,{EC329057-FFA2-4AB2-9DEC-DED7DDD1364B},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
425,Cherry Hollow Estates Sec 2 Resub Lots 92-99,CHERRY HOLLOW ESTATES,,,,5/2/2006,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,CHERRY HOLLOW ESTATES SEC 2 RESUB LOTS 92-99,{6F1BB72C-C41F-477D-99BD-D31947E5D8B1},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
426,Honeycomb Hollow,HONEYCOMB HOLLOW,,,,1/13/2003,,,,Travis,,,,,,,PLAT,,,,RELTC,,Both,W,TCAD,,HONEYCOMB HOLLOW,{A5BBB04C-19AC-46E8-8CCC-88AB94F7BA96},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
427,Cherry Hollow Estates Sec 4 Resub,CHERRY HOLLOW ESTATES,,,,1/13/2003,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,CHERRY HOLLOW ESTATES SEC 4 RESUB,{057B2C2D-47B1-4FD9-BAE8-29D78BAE5E05},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
428,Jesses Acres,JESSES ACRES,,,,1/13/2003,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,JESSES ACRES,{05EBAEF4-DE2E-4B79-AD6F-3689E1899158},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
429,Cherry Hollow Estates Sec 4 Resub Of Lot 121,CHERRY HOLLOW ESTATES,,,,2/28/2012,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,CHERRY HOLLOW ESTATES SEC 4 RESUB OF LOT 121,{BC226D45-D134-45B9-A283-FC65E28D59E3},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
430,Cherry Hollow Estates Sec 4,CHERRY HOLLOW ESTATES,,,,2/28/2012,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,CHERRY HOLLOW ESTATES SEC 4,{74909A76-C6A6-488D-B7DB-CEA856928287},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
431,Roundmountain Oaks,ROUNDMOUNTAIN OAKS,,,,2/28/2012,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,ROUNDMOUNTAIN OAKS,{301E9438-493F-4C97-9ACE-855A5C6DF66D},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
432,Adjacent - Climate Estate,SOUTHERN CLIMATE ESTATE,,,,9/1/2006,,,,Travis,,,,,,,DEV,,,,REL,,ETJ,W,TCAD,COM,SOUTHERN CLIMATE ESTATE,{801AD9EF-BBC8-4F0D-B38F-46F58AD8673C},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
433,Leander Hills,LEANDER HILLS,,,,10/19/2012,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,LEANDER HILLS,{4FE72494-7B0B-45A1-81D1-1DA488A33661},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
434,Pecan Hollow Ranches,PECAN HOLLOW RANCHES,,,,10/19/2012,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,PECAN HOLLOW RANCHES,{36CDEEDE-4806-4E7F-987B-320409FB1A55},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
435,South Cherry Hollow Estates,SOUTH CHERRY HOLLOW ESTATES,,,,3/25/2010,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,SOUTH CHERRY HOLLOW ESTATES,{1FACA1E0-DA94-4422-A7A6-1C56C12C4B95},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
436,Replat Lot 66 Blk K,GRAND MESA AT CRYSTAL FALLS,,,,08/07/2017,,"201300160",,Travis,,,,1,0,1,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,REPLAT LOT 66 BLK K,{2CA01F1A-14C9-4E73-837C-3750E46D8B7A},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
439,Dodd'S Subd,DODD'S SUBD,,,,1/2/2007,,,,Travis,,,,,,,,,,,RELTC,,ETJ,W,TCAD,,DODD'S SUBD,{CF153CBF-0839-42F4-A70C-EC21D7C8F98C},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
440,The Bluffs At Crystal Falls Sec 1 Ph 1B Lots 22 & 23 Blk G Amd,BLUFFS AT CRYSTAL FALLS,,,,9/21/2011,201100133,201100133TR,0.906,Williamson,Travis,,,2,0,2,DEV,N/A,N/A,,REL,,City,W,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 1 PH 1B LOTS 22 & 23 BLK G AMD,{D977254E-F964-4005-B1AA-16C0C3A16244},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,"2"
442,Nameless Knoll,NAMELESS KNOLL,,,,1/7/2013,,,,Travis,,,,,,,,,,,RELTC,,ETJ,W,TCAD,,NAMELESS KNOLL,{664C51A5-43FB-4522-8470-5E3F336C69B3},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
443,Jackson Addn,JACKSON ADDN,,,,5/14/2014,,201400062TR,,Travis,,,,,,,,,,,RELTC,,ETJ,W,TCAD,,JACKSON ADDN,{D8532929-EC69-4DB5-AF27-CE0428C4FBA3},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
444,White Rim Mountain Sec 2,WHITE RIM MOUNTAIN,,,,6/16/2014,,,,Travis,,,,,,,DEV,N/A,N/A,,REL,,ETJ,T,TCAD,SF,WHITE RIM MOUNTAIN SEC 2,{ED6D5A03-46F3-4BFF-BB48-3FB6024C4F6E},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
445,Palomino Ranch Subd,PALOMINO RANCH SUBD,,,,01/11/2010,,"201000002",,Travis,,,,8,,9,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,PALOMINO RANCH SUBD,{D09D8C01-8070-4B9D-A4E3-DAF02D06B965},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
446,Lot 32A Blk E Grand Mesa At Crystal Falls Amd Lots 31-32 Blk E,GRAND MESA AT CRYSTAL FALLS,,,,9/29/2014,,"201400193",,Travis,,,,,,2,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,ROW/EASE,LOT 32A BLK E GRAND MESA AT CRYSTAL FALLS AMD LOTS 31-32 BLK E,{0090E36B-6DF1-4A9E-B448-6EAE362B4727},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
448,Replat,GRAND MESA AT CRYSTAL FALLS,,,,1/1/2004,,,,Travis,,,,1,,,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,REPLAT,{FCE0ADFE-9CA3-4B2B-9ACF-2C7E613AB6E6},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
449,Shady Mountain,SHADY MOUNTAIN,,,,5/2/2006,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,T,TCAD,SF,SHADY MOUNTAIN,{E87FBF6D-65EB-4C62-A7F3-02B19C56CCF8},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
